Node Name,Node Type,Policy,Parent Test Group,Test Name,Description,Element,Result Time,Result State,Actual Value
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.38 Windows Firewall Private - Apply Local Firewall Rules: No","Windows Firewall Private - Apply Local Firewall Rules: No","This test verifies that Windows Firewall Private - Apply Local Firewall Rules is No. This check ensures that local firewall rules will not be merged with Group Policy settings on a private network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile|AllowLocalPolicyMerge",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.38 Windows Firewall Private - Apply Local Firewall Rules: No","Windows Firewall Private - Apply Local Firewall Rules: No","This test verifies that Windows Firewall Private - Apply Local Firewall Rules is No. This check ensures that local firewall rules will not be merged with Group Policy settings on a private network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile|AllowLocalPolicyMerge",3/6/13 4:39 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.39 Windows Firewall Private - Apply Local Connection Rules: No","Windows Firewall Private - Apply Local Connection Rules: No","This test verifies that Windows Firewall Private - Apply Local Connection Rules is No. This check ensures that local connection rules will not be merged with Group Policy settings on a private network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile|AllowLocalIPsecPolicyMerge",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.39 Windows Firewall Private - Apply Local Connection Rules: No","Windows Firewall Private - Apply Local Connection Rules: No","This test verifies that Windows Firewall Private - Apply Local Connection Rules is No. This check ensures that local connection rules will not be merged with Group Policy settings on a private network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile|AllowLocalIPsecPolicyMerge",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.39 Windows Firewall Private - Apply Local Connection Rules: No","Windows Firewall Private - Apply Local Connection Rules: No","This test verifies that Windows Firewall Private - Apply Local Connection Rules is No. This check ensures that local connection rules will not be merged with Group Policy settings on a private network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile|AllowLocalIPsecPolicyMerge",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.39 Windows Firewall Private - Apply Local Connection Rules: No","Windows Firewall Private - Apply Local Connection Rules: No","This test verifies that Windows Firewall Private - Apply Local Connection Rules is No. This check ensures that local connection rules will not be merged with Group Policy settings on a private network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile|AllowLocalIPsecPolicyMerge",3/6/13 4:39 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.40 Windows Firewall Public - Inbound: Blocked (default)","Windows Firewall Public - Inbound: Blocked (default)","This test verifies that Windows Firewall Public - Inbound is Blocked (default). Unsolicited inbound connections for which there is no rule allowing the connection will be blocked on a public network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile|DefaultInboundAction",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.40 Windows Firewall Public - Inbound: Blocked (default)","Windows Firewall Public - Inbound: Blocked (default)","This test verifies that Windows Firewall Public - Inbound is Blocked (default). Unsolicited inbound connections for which there is no rule allowing the connection will be blocked on a public network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile|DefaultInboundAction",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.40 Windows Firewall Public - Inbound: Blocked (default)","Windows Firewall Public - Inbound: Blocked (default)","This test verifies that Windows Firewall Public - Inbound is Blocked (default). Unsolicited inbound connections for which there is no rule allowing the connection will be blocked on a public network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile|DefaultInboundAction",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.40 Windows Firewall Public - Inbound: Blocked (default)","Windows Firewall Public - Inbound: Blocked (default)","This test verifies that Windows Firewall Public - Inbound is Blocked (default). Unsolicited inbound connections for which there is no rule allowing the connection will be blocked on a public network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile|DefaultInboundAction",3/6/13 4:39 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.41 Windows Firewall Public - Apply Local Firewall Rules: No","Windows Firewall Public - Apply Local Firewall Rules: No","This test verifies that Windows Firewall Public - Apply Local Firewall Rules is No. This check ensures that local firewall rules will not be merged with Group Policy settings on a public network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile|AllowLocalPolicyMerge",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.41 Windows Firewall Public - Apply Local Firewall Rules: No","Windows Firewall Public - Apply Local Firewall Rules: No","This test verifies that Windows Firewall Public - Apply Local Firewall Rules is No. This check ensures that local firewall rules will not be merged with Group Policy settings on a public network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile|AllowLocalPolicyMerge",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.41 Windows Firewall Public - Apply Local Firewall Rules: No","Windows Firewall Public - Apply Local Firewall Rules: No","This test verifies that Windows Firewall Public - Apply Local Firewall Rules is No. This check ensures that local firewall rules will not be merged with Group Policy settings on a public network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile|AllowLocalPolicyMerge",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.41 Windows Firewall Public - Apply Local Firewall Rules: No","Windows Firewall Public - Apply Local Firewall Rules: No","This test verifies that Windows Firewall Public - Apply Local Firewall Rules is No. This check ensures that local firewall rules will not be merged with Group Policy settings on a public network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile|AllowLocalPolicyMerge",3/6/13 4:39 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.42 Windows Firewall Public - Apply Local Connection Rules: No","Windows Firewall Public - Apply Local Connection Rules: No","This test verifies that Windows Firewall Public - Apply Local Connection Rules is No. This check ensures that local connection rules will not be merged with Group Policy settings on a public network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile|AllowLocalIPsecPolicyMerge",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.42 Windows Firewall Public - Apply Local Connection Rules: No","Windows Firewall Public - Apply Local Connection Rules: No","This test verifies that Windows Firewall Public - Apply Local Connection Rules is No. This check ensures that local connection rules will not be merged with Group Policy settings on a public network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile|AllowLocalIPsecPolicyMerge",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.42 Windows Firewall Public - Apply Local Connection Rules: No","Windows Firewall Public - Apply Local Connection Rules: No","This test verifies that Windows Firewall Public - Apply Local Connection Rules is No. This check ensures that local connection rules will not be merged with Group Policy settings on a public network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile|AllowLocalIPsecPolicyMerge",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.42 Windows Firewall Public - Apply Local Connection Rules: No","Windows Firewall Public - Apply Local Connection Rules: No","This test verifies that Windows Firewall Public - Apply Local Connection Rules is No. This check ensures that local connection rules will not be merged with Group Policy settings on a public network.","HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile|AllowLocalIPsecPolicyMerge",3/6/13 4:39 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.43 Do Not Process the Legacy Run List: Enabled","Do Not Process the Legacy Run List: Enabled","This test verifies that ""Do not process the legacy run list"" policy is set to enabled. This control defines whether the legacy run  list will be ignored. The run list is the list of programs that Windows runs automatically when it starts.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer|DisableLocalMachineRun",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.43 Do Not Process the Legacy Run List: Enabled","Do Not Process the Legacy Run List: Enabled","This test verifies that ""Do not process the legacy run list"" policy is set to enabled. This control defines whether the legacy run  list will be ignored. The run list is the list of programs that Windows runs automatically when it starts.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer|DisableLocalMachineRun",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.43 Do Not Process the Legacy Run List: Enabled","Do Not Process the Legacy Run List: Enabled","This test verifies that ""Do not process the legacy run list"" policy is set to enabled. This control defines whether the legacy run  list will be ignored. The run list is the list of programs that Windows runs automatically when it starts.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer|DisableLocalMachineRun",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.43 Do Not Process the Legacy Run List: Enabled","Do Not Process the Legacy Run List: Enabled","This test verifies that ""Do not process the legacy run list"" policy is set to enabled. This control defines whether the legacy run  list will be ignored. The run list is the list of programs that Windows runs automatically when it starts.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer|DisableLocalMachineRun",3/6/13 4:39 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.44 Do Not Process the Run Once List: Enabled","Do Not Process the Run Once List: Enabled","This test verifies that ""Do not process the run once list"" parameter is set to enabled. This control defines whether the run once list will be ignored. The run once list is the list of programs that Windows runs automatically the next time it starts.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer|DisableLocalMachineRunOnce",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.44 Do Not Process the Run Once List: Enabled","Do Not Process the Run Once List: Enabled","This test verifies that ""Do not process the run once list"" parameter is set to enabled. This control defines whether the run once list will be ignored. The run once list is the list of programs that Windows runs automatically the next time it starts.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer|DisableLocalMachineRunOnce",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.44 Do Not Process the Run Once List: Enabled","Do Not Process the Run Once List: Enabled","This test verifies that ""Do not process the run once list"" parameter is set to enabled. This control defines whether the run once list will be ignored. The run once list is the list of programs that Windows runs automatically the next time it starts.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer|DisableLocalMachineRunOnce",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.44 Do Not Process the Run Once List: Enabled","Do Not Process the Run Once List: Enabled","This test verifies that ""Do not process the run once list"" parameter is set to enabled. This control defines whether the run once list will be ignored. The run once list is the list of programs that Windows runs automatically the next time it starts.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer|DisableLocalMachineRunOnce",3/6/13 4:39 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.54 Devices: Restrict CD-ROM Access to Locally Logged-on User Only: Enabled","Devices: Restrict CD-ROM Access to Locally Logged-on User Only: Enabled","Determine whether a CD-ROM is accessible to both local and remote users simultaneously. If this policy is enabled, it allows only the interactively logged-on user to access removable CD-ROM media. If this policy is enabled and no one is logged on interactively, a shared CD-ROM drive can still be accessed over the network.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon|allocatecdroms",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.54 Devices: Restrict CD-ROM Access to Locally Logged-on User Only: Enabled","Devices: Restrict CD-ROM Access to Locally Logged-on User Only: Enabled","Determine whether a CD-ROM is accessible to both local and remote users simultaneously. If this policy is enabled, it allows only the interactively logged-on user to access removable CD-ROM media. If this policy is enabled and no one is logged on interactively, a shared CD-ROM drive can still be accessed over the network.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon|allocatecdroms",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.54 Devices: Restrict CD-ROM Access to Locally Logged-on User Only: Enabled","Devices: Restrict CD-ROM Access to Locally Logged-on User Only: Enabled","Determine whether a CD-ROM is accessible to both local and remote users simultaneously. If this policy is enabled, it allows only the interactively logged-on user to access removable CD-ROM media. If this policy is enabled and no one is logged on interactively, a shared CD-ROM drive can still be accessed over the network.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon|allocatecdroms",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","3.54 Devices: Restrict CD-ROM Access to Locally Logged-on User Only: Enabled","Devices: Restrict CD-ROM Access to Locally Logged-on User Only: Enabled","Determine whether a CD-ROM is accessible to both local and remote users simultaneously. If this policy is enabled, it allows only the interactively logged-on user to access removable CD-ROM media. If this policy is enabled and no one is logged on interactively, a shared CD-ROM drive can still be accessed over the network.","HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon|allocatecdroms",3/6/13 4:39 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","5.1 Event Log Warning: 90% or Less","Event Log Warning: 90% or Less","This test determines whether the 'MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning' feature is set to 90% or less. This setting supports audit data availability by appropriately warning when a log file is about to be overwritten (by wrapping).","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Eventlog\Security|WarningLevel",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","5.1 Event Log Warning: 90% or Less","Event Log Warning: 90% or Less","This test determines whether the 'MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning' feature is set to 90% or less. This setting supports audit data availability by appropriately warning when a log file is about to be overwritten (by wrapping).","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Eventlog\Security|WarningLevel",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","5.1 Event Log Warning: 90% or Less","Event Log Warning: 90% or Less","This test determines whether the 'MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning' feature is set to 90% or less. This setting supports audit data availability by appropriately warning when a log file is about to be overwritten (by wrapping).","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Eventlog\Security|WarningLevel",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DC Cybercrime Controls","5.1 Event Log Warning: 90% or Less","Event Log Warning: 90% or Less","This test determines whether the 'MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning' feature is set to 90% or less. This setting supports audit data availability by appropriately warning when a log file is about to be overwritten (by wrapping).","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Eventlog\Security|WarningLevel",3/6/13 4:39 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","1.10 LDAP Client Signing: Negotiate Signing","LDAP Client Signing: Negotiate Signing","This test determines whether the 'Network security: LDAP client signing requirements' feature is set to negotiate signing.  This setting promotes system integrity in the context of LDAP BIND requests because the client (this resource) will require the LDAP server to sign (thus providing authentication and integrity to the session) communications.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\ldap|ldapclientintegrity",3/6/13 4:39 PM,passed,"LDAP Client Integrity=1"
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","1.10 LDAP Client Signing: Negotiate Signing","LDAP Client Signing: Negotiate Signing","This test determines whether the 'Network security: LDAP client signing requirements' feature is set to negotiate signing.  This setting promotes system integrity in the context of LDAP BIND requests because the client (this resource) will require the LDAP server to sign (thus providing authentication and integrity to the session) communications.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\ldap|ldapclientintegrity",3/6/13 4:39 PM,passed,"LDAP Client Integrity=1"
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","1.10 LDAP Client Signing: Negotiate Signing","LDAP Client Signing: Negotiate Signing","This test determines whether the 'Network security: LDAP client signing requirements' feature is set to negotiate signing.  This setting promotes system integrity in the context of LDAP BIND requests because the client (this resource) will require the LDAP server to sign (thus providing authentication and integrity to the session) communications.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\ldap|ldapclientintegrity",3/6/13 4:39 PM,passed,"LDAP Client Integrity=1"
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","1.10 LDAP Client Signing: Negotiate Signing","LDAP Client Signing: Negotiate Signing","This test determines whether the 'Network security: LDAP client signing requirements' feature is set to negotiate signing.  This setting promotes system integrity in the context of LDAP BIND requests because the client (this resource) will require the LDAP server to sign (thus providing authentication and integrity to the session) communications.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\ldap|ldapclientintegrity",3/6/13 4:39 PM,passed,"LDAP Client Integrity=1"
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","2. 7 Safe DLL Search Mode: Enabled","Safe DLL Search Mode: Enabled","This test determines whether the 'MSS: (SafeDllSearchMode) Enable Safe DLL Search Mode' is enabled.  This setting ensures that system DLL's (typically located in a directory with greater restrictions, i.e. the %SYSTEM ROOT% directory) will be used before local DLL's, which may be located in directories with less restrictive privilege levels (i.e. the user's home directory).","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager|safedllsearchmode",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","2. 7 Safe DLL Search Mode: Enabled","Safe DLL Search Mode: Enabled","This test determines whether the 'MSS: (SafeDllSearchMode) Enable Safe DLL Search Mode' is enabled.  This setting ensures that system DLL's (typically located in a directory with greater restrictions, i.e. the %SYSTEM ROOT% directory) will be used before local DLL's, which may be located in directories with less restrictive privilege levels (i.e. the user's home directory).","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager|safedllsearchmode",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","2. 7 Safe DLL Search Mode: Enabled","Safe DLL Search Mode: Enabled","This test determines whether the 'MSS: (SafeDllSearchMode) Enable Safe DLL Search Mode' is enabled.  This setting ensures that system DLL's (typically located in a directory with greater restrictions, i.e. the %SYSTEM ROOT% directory) will be used before local DLL's, which may be located in directories with less restrictive privilege levels (i.e. the user's home directory).","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager|safedllsearchmode",3/6/13 4:39 PM,failed,""
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","2. 7 Safe DLL Search Mode: Enabled","Safe DLL Search Mode: Enabled","This test determines whether the 'MSS: (SafeDllSearchMode) Enable Safe DLL Search Mode' is enabled.  This setting ensures that system DLL's (typically located in a directory with greater restrictions, i.e. the %SYSTEM ROOT% directory) will be used before local DLL's, which may be located in directories with less restrictive privilege levels (i.e. the user's home directory).","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager|safedllsearchmode",3/6/13 4:39 PM,failed,""
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","2.17 Stop Generating 8.3 Style Filenames: Enabled","Stop Generating 8.3 Style Filenames: Enabled","This test verifies that 8.3-style filename generation is disabled on the system. This feature exists for backwards compatibility with 16-bit systems, but can introduce a security threat by enabling an attacker to locate and reference any file on the system using only 8 characters.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\FileSystem|NtfsDisable8dot3NameCreation",3/6/13 4:39 PM,failed,"NtfsDisable8dot3NameCreation=0"
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","2.17 Stop Generating 8.3 Style Filenames: Enabled","Stop Generating 8.3 Style Filenames: Enabled","This test verifies that 8.3-style filename generation is disabled on the system. This feature exists for backwards compatibility with 16-bit systems, but can introduce a security threat by enabling an attacker to locate and reference any file on the system using only 8 characters.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\FileSystem|NtfsDisable8dot3NameCreation",3/6/13 4:39 PM,failed,"NtfsDisable8dot3NameCreation=0"
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","2.17 Stop Generating 8.3 Style Filenames: Enabled","Stop Generating 8.3 Style Filenames: Enabled","This test verifies that 8.3-style filename generation is disabled on the system. This feature exists for backwards compatibility with 16-bit systems, but can introduce a security threat by enabling an attacker to locate and reference any file on the system using only 8 characters.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\FileSystem|NtfsDisable8dot3NameCreation",3/6/13 4:39 PM,failed,"NtfsDisable8dot3NameCreation=0"
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","2.17 Stop Generating 8.3 Style Filenames: Enabled","Stop Generating 8.3 Style Filenames: Enabled","This test verifies that 8.3-style filename generation is disabled on the system. This feature exists for backwards compatibility with 16-bit systems, but can introduce a security threat by enabling an attacker to locate and reference any file on the system using only 8 characters.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\FileSystem|NtfsDisable8dot3NameCreation",3/6/13 4:39 PM,failed,"NtfsDisable8dot3NameCreation=2"
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","2.21 Case Insensitivity for Non-windows Subsystems: Enabled","Case Insensitivity for Non-windows Subsystems: Enabled","This test determines whether the 'System Objects: Require Case Insensitivity for Non-Windows Subsystems' feature is enabled.  This setting supports system integrity by preventing case-sensitive subsystems (i.e. a POSIX compatibility layer) from creating like-named files which may be processed by Windows before the correct file.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\kernel|obcaseinsensitive",3/6/13 4:39 PM,passed,"Case Insensitive=1"
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","2.21 Case Insensitivity for Non-windows Subsystems: Enabled","Case Insensitivity for Non-windows Subsystems: Enabled","This test determines whether the 'System Objects: Require Case Insensitivity for Non-Windows Subsystems' feature is enabled.  This setting supports system integrity by preventing case-sensitive subsystems (i.e. a POSIX compatibility layer) from creating like-named files which may be processed by Windows before the correct file.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\kernel|obcaseinsensitive",3/6/13 4:39 PM,passed,"Case Insensitive=1"
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","2.21 Case Insensitivity for Non-windows Subsystems: Enabled","Case Insensitivity for Non-windows Subsystems: Enabled","This test determines whether the 'System Objects: Require Case Insensitivity for Non-Windows Subsystems' feature is enabled.  This setting supports system integrity by preventing case-sensitive subsystems (i.e. a POSIX compatibility layer) from creating like-named files which may be processed by Windows before the correct file.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\kernel|obcaseinsensitive",3/6/13 4:39 PM,passed,"Case Insensitive=1"
"zeya.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","2.21 Case Insensitivity for Non-windows Subsystems: Enabled","Case Insensitivity for Non-windows Subsystems: Enabled","This test determines whether the 'System Objects: Require Case Insensitivity for Non-Windows Subsystems' feature is enabled.  This setting supports system integrity by preventing case-sensitive subsystems (i.e. a POSIX compatibility layer) from creating like-named files which may be processed by Windows before the correct file.","HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Session Manager\kernel|obcaseinsensitive",3/6/13 4:39 PM,passed,"Case Insensitive=1"
"twdemo.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","2.22 Turn off Downloading of Print Drivers over HTTP: Enabled","Turn off Downloading of Print Drivers over HTTP: Enabled","Specify whether to allow this client to download print driver packages over HTTP. To set up HTTP printing, non-inbox drivers need to be downloaded over HTTP.  
Note: This setting does not prevent the client from printing to printers on the Intranet or the Internet over HTTP. It only prohibits downloading drivers that are not already installed locally.
If you enable this setting, print drivers will not be downloaded over HTTP.
If you disable this setting or do not configure it, users will be able to download print drivers over HTTP.","HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Printers|DisableWebPnPDownload",3/6/13 4:39 PM,failed,""
"vsphere.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","2.22 Turn off Downloading of Print Drivers over HTTP: Enabled","Turn off Downloading of Print Drivers over HTTP: Enabled","Specify whether to allow this client to download print driver packages over HTTP. To set up HTTP printing, non-inbox drivers need to be downloaded over HTTP.  
Note: This setting does not prevent the client from printing to printers on the Intranet or the Internet over HTTP. It only prohibits downloading drivers that are not already installed locally.
If you enable this setting, print drivers will not be downloaded over HTTP.
If you disable this setting or do not configure it, users will be able to download print drivers over HTTP.","HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Printers|DisableWebPnPDownload",3/6/13 4:39 PM,failed,""
"vspheredb.pdxse.tripwire.com",Windows Server,"MS Windows 2008 DM Cybercrime Controls","2.22 Turn off Downloading of Print Drivers over HTTP: Enabled","Turn off Downloading of Print Drivers over HTTP: Enabled","Specify whether to allow this client to download print driver packages over HTTP. To set up HTTP printing, non-inbox drivers need to be downloaded over HTTP.  
Note: This setting does not prevent the client from printing to printers on the Intranet or the Internet over HTTP. It only prohibits downloading drivers that are not already installed locally.
If you enable this setting, print drivers will not be downloaded over HTTP.
If you disable this setting or do not configure it, users will be able to download print drivers over HTTP.","HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Printers|DisableWebPnPDownload",3/6/13 4:39 PM,failed,""
